Event,Subject,Gender,Author Gender,Story Genre
recommend,him,M,Female,ChildrensLiterature
could,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
leave,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
bear,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
resign,his,M,Female,ChildrensLiterature
comfort,him,M,Female,ChildrensLiterature
begin,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
afford,him,M,Female,ChildrensLiterature
enteredSuch,he,M,Female,ChildrensLiterature
will,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
continue,he,M,Female,ChildrensLiterature
encourage,he,M,Female,ChildrensLiterature
wish,he,M,Female,ChildrensLiterature
distress,him,M,Female,ChildrensLiterature
object,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
would,she,F,Female,ChildrensLiterature
raise,her,F,Female,ChildrensLiterature
leave,her,F,Female,ChildrensLiterature
urge,he,M,Female,ChildrensLiterature
wish,she,F,Female,ChildrensLiterature
start,she,F,Female,ChildrensLiterature
foresee,she,F,Female,ChildrensLiterature
live,she,F,Female,ChildrensLiterature
wish,she,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
propose,he,M,Female,ChildrensLiterature
sigh,he,M,Female,ChildrensLiterature
resolve,he,M,Female,ChildrensLiterature
profess,he,M,Female,ChildrensLiterature
satisfy,him,M,Female,ChildrensLiterature
fit,him,M,Female,ChildrensLiterature
acknowledge,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
allow,she,F,Female,ChildrensLiterature
accept,she,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
engage,he,M,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
slight,she,F,Female,ChildrensLiterature
prefer,she,F,Female,ChildrensLiterature
trust,her,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
set,her,F,Female,ChildrensLiterature
take,her,F,Female,ChildrensLiterature
get,he,M,Female,ChildrensLiterature
undertake,him,M,Female,ChildrensLiterature
accept,her,F,Female,ChildrensLiterature
leave,she,F,Female,ChildrensLiterature
soften,her,F,Female,ChildrensLiterature
hesitate,she,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
try,he,M,Female,ChildrensLiterature
pacify,her,F,Female,ChildrensLiterature
overlook,her,F,Female,ChildrensLiterature
distrust,she,F,Female,ChildrensLiterature
distrust,him,M,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
vex,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
detest,her,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
succeed,her,F,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
hear,she,F,Female,ChildrensLiterature
run,she,F,Female,ChildrensLiterature
suppose,she,F,Female,ChildrensLiterature
direct,him,M,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
decide,he,M,Female,ChildrensLiterature
sympathise,she,F,Female,ChildrensLiterature
turn,he,M,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
enter,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
hear,she,F,Female,ChildrensLiterature
turn,he,M,Female,ChildrensLiterature
answer,she,F,Female,ChildrensLiterature
follow,him,M,Female,ChildrensLiterature
answer,him,M,Female,ChildrensLiterature
answer,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
argue,she,F,Female,ChildrensLiterature
send,him,M,Female,ChildrensLiterature
bid,father,M,Female,ChildrensLiterature
bid,him,M,Female,ChildrensLiterature
could,he,M,Female,ChildrensLiterature
cure,him,M,Female,ChildrensLiterature
own,he,M,Female,ChildrensLiterature
compliment,her,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
answer,she,F,Female,ChildrensLiterature
exclaim,she,F,Female,ChildrensLiterature
would,he,M,Female,ChildrensLiterature
ask,him,M,Female,ChildrensLiterature
seat,she,F,Female,ChildrensLiterature
reply,she,F,Female,ChildrensLiterature
reply,he,M,Female,ChildrensLiterature
employ,her,F,Female,ChildrensLiterature
observe,her,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
breathe,she,F,Female,ChildrensLiterature
address,her,F,Female,ChildrensLiterature
urge,her,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
urge,her,F,Female,ChildrensLiterature
place,she,F,Female,ChildrensLiterature
prevent,she,F,Female,ChildrensLiterature
govern,she,F,Female,ChildrensLiterature
restore,her,F,Female,ChildrensLiterature
lose,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
work,she,F,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
hear,she,F,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
imagine,him,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
intend,she,F,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
find,he,M,Female,ChildrensLiterature
undertake,him,M,Female,ChildrensLiterature
try,he,M,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
add,he,M,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
oppose,he,M,Female,ChildrensLiterature
remember,him,M,Female,ChildrensLiterature
apply,him,M,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
protect,her,F,Female,ChildrensLiterature
apply,she,F,Female,ChildrensLiterature
fall,she,F,Female,ChildrensLiterature
answer,she,F,Female,ChildrensLiterature
awake,she,F,Female,ChildrensLiterature
dress,she,F,Female,ChildrensLiterature
quit,she,F,Female,ChildrensLiterature
visit,she,F,Female,ChildrensLiterature
add,she,F,Female,ChildrensLiterature
oppose,her,F,Female,ChildrensLiterature
have,her,F,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
hope,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
command,her,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
support,he,M,Female,ChildrensLiterature
tell,he,M,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
change,she,F,Female,ChildrensLiterature
catch,she,F,Female,ChildrensLiterature
inhale,she,F,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
ought,she,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
owe,she,F,Female,ChildrensLiterature
justify,her,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
receive,she,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
grow,she,F,Female,ChildrensLiterature
rouse,her,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
cry,she,F,Female,ChildrensLiterature
gratify,her,F,Female,ChildrensLiterature
answer,him,M,Female,ChildrensLiterature
continue,he,M,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
engage,she,F,Female,ChildrensLiterature
expose,her,F,Female,ChildrensLiterature
appear,she,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
spare,her,F,Female,ChildrensLiterature
finish,she,F,Female,ChildrensLiterature
stopt,her,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
tell,he,M,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
hear,she,F,Female,ChildrensLiterature
say,him,M,Female,ChildrensLiterature
look,him,M,Female,ChildrensLiterature
know,him,M,Female,ChildrensLiterature
deceive,he,M,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
distress,her,F,Female,ChildrensLiterature
listen,she,F,Female,ChildrensLiterature
care,she,F,Female,ChildrensLiterature
tease,her,F,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
drive,he,M,Female,ChildrensLiterature
maintain,he,M,Female,ChildrensLiterature
admit,him,M,Female,ChildrensLiterature
assure,him,M,Female,ChildrensLiterature
persuade,her,F,Female,ChildrensLiterature
act,she,F,Female,ChildrensLiterature
fail,her,F,Female,ChildrensLiterature
determine,he,M,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
do,she,F,Female,ChildrensLiterature
disquiet,she,F,Female,ChildrensLiterature
acquit,she,F,Female,ChildrensLiterature
answer,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
seek,she,F,Female,ChildrensLiterature
envy,her,F,Female,ChildrensLiterature
accept,she,F,Female,ChildrensLiterature
shew,her,F,Female,ChildrensLiterature
receive,she,F,Female,ChildrensLiterature
condemn,she,F,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
allow,she,F,Female,ChildrensLiterature
submit,she,F,Female,ChildrensLiterature
sit,she,F,Female,ChildrensLiterature
care,he,M,Female,ChildrensLiterature
grow,he,M,Female,ChildrensLiterature
assure,he,M,Female,ChildrensLiterature
assure,her,F,Female,ChildrensLiterature
have,he,M,Female,ChildrensLiterature
renew,she,F,Female,ChildrensLiterature
entreat,him,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
put,him,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
flirt,she,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
know,him,M,Female,ChildrensLiterature
mean,he,M,Female,ChildrensLiterature
send,him,M,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
use,she,F,Female,ChildrensLiterature
thank,her,F,Female,ChildrensLiterature
learn,he,M,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
judge,she,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
like,him,M,Female,ChildrensLiterature
admit,she,F,Female,ChildrensLiterature
admire,him,M,Female,ChildrensLiterature
regret,she,F,Female,ChildrensLiterature
teach,him,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
think,her,F,Female,ChildrensLiterature
claim,she,F,Female,ChildrensLiterature
cry,she,F,Female,ChildrensLiterature
ask,her,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
interest,her,F,Female,ChildrensLiterature
long,she,F,Female,ChildrensLiterature
read,she,F,Female,ChildrensLiterature
believe,she,F,Female,ChildrensLiterature
work,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
deem,she,F,Female,ChildrensLiterature
pass,she,F,Female,ChildrensLiterature
work,she,F,Female,ChildrensLiterature
give,she,F,Female,ChildrensLiterature
look,him,M,Female,ChildrensLiterature
bless,he,M,Female,ChildrensLiterature
hear,him,M,Female,ChildrensLiterature
begin,he,M,Female,ChildrensLiterature
brighten,he,M,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
ask,her,F,Female,ChildrensLiterature
prepare,him,M,Female,ChildrensLiterature
equal,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
invest,she,F,Female,ChildrensLiterature
restrain,her,F,Female,ChildrensLiterature
believe,she,F,Female,ChildrensLiterature
pay,she,F,Female,ChildrensLiterature
forget,she,F,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
thank,she,F,Female,ChildrensLiterature
deserve,she,F,Female,ChildrensLiterature
hope,she,F,Female,ChildrensLiterature
stand,she,F,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
eat,he,M,Female,ChildrensLiterature
fancy,he,M,Female,ChildrensLiterature
surround,she,F,Female,ChildrensLiterature
endure,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
distress,her,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
punish,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
put,she,F,Female,ChildrensLiterature
yield,she,F,Female,ChildrensLiterature
leave,she,F,Female,ChildrensLiterature
notice,she,F,Female,ChildrensLiterature
keep,he,M,Female,ChildrensLiterature
turn,she,F,Female,ChildrensLiterature
hail,she,F,Female,ChildrensLiterature
encourage,him,M,Female,ChildrensLiterature
send,him,M,Female,ChildrensLiterature
overlook,she,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
faint,she,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
endure,she,F,Female,ChildrensLiterature
prefer,he,M,Female,ChildrensLiterature
pay,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
think,he,M,Female,ChildrensLiterature
staid,she,F,Female,ChildrensLiterature
quit,she,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
turn,she,F,Female,ChildrensLiterature
enter,she,F,Female,ChildrensLiterature
perceive,her,F,Female,ChildrensLiterature
penetrate,her,F,Female,ChildrensLiterature
call,her,F,Female,ChildrensLiterature
kiss,her,F,Female,ChildrensLiterature
grow,she,F,Female,ChildrensLiterature
oppress,she,F,Female,ChildrensLiterature
lead,he,M,Female,ChildrensLiterature
need,he,M,Female,ChildrensLiterature
inquire,he,M,Female,ChildrensLiterature
love,him,M,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
grow,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
sit,he,M,Female,ChildrensLiterature
wish,he,M,Female,ChildrensLiterature
meet,him,M,Female,ChildrensLiterature
include,he,M,Female,ChildrensLiterature
like,him,M,Female,ChildrensLiterature
listen,he,M,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
flutter,she,F,Female,ChildrensLiterature
do,she,F,Female,ChildrensLiterature
answer,she,F,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
talk,him,M,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
miss,she,F,Female,ChildrensLiterature
miss,him,M,Female,ChildrensLiterature
bear,her,F,Female,ChildrensLiterature
incommode,she,F,Female,ChildrensLiterature
whisk,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
vex,she,F,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
follow,him,M,Female,ChildrensLiterature
depend,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
take,he,M,Female,ChildrensLiterature
burst,she,F,Female,ChildrensLiterature
seem,he,M,Female,ChildrensLiterature
carry,she,F,Female,ChildrensLiterature
hear,her,F,Female,ChildrensLiterature
take,sir,M,Female,ChildrensLiterature
find,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
prepare,him,M,Female,ChildrensLiterature
find,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
fetch,him,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
strike,him,M,Female,ChildrensLiterature
astonish,him,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
step,he,M,Female,ChildrensLiterature
knock,him,M,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
find,he,M,Female,ChildrensLiterature
lose,he,M,Female,ChildrensLiterature
step,him,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
mark,him,M,Female,ChildrensLiterature
do,he,M,Female,ChildrensLiterature
inquire,he,M,Female,ChildrensLiterature
proceed,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
sit,he,M,Female,ChildrensLiterature
change,he,M,Female,ChildrensLiterature
lead,him,M,Female,ChildrensLiterature
mingle,he,M,Female,ChildrensLiterature
keep,him,M,Female,ChildrensLiterature
torment,him,M,Female,ChildrensLiterature
hear,him,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
prevent,him,M,Female,ChildrensLiterature
look,he,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
expect,she,F,Female,ChildrensLiterature
knelt,she,F,Female,ChildrensLiterature
add,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
expect,he,M,Female,ChildrensLiterature
find,he,M,Female,ChildrensLiterature
expect,he,M,Female,ChildrensLiterature
intend,he,M,Female,ChildrensLiterature
value,him,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
mention,he,M,Female,ChildrensLiterature
except,he,M,Female,ChildrensLiterature
cease,she,F,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
forget,he,M,Female,ChildrensLiterature
clear,he,M,Female,ChildrensLiterature
enter,he,M,Female,ChildrensLiterature
leave,he,M,Female,ChildrensLiterature
help,he,M,Female,ChildrensLiterature
believe,he,M,Female,ChildrensLiterature
regard,he,M,Female,ChildrensLiterature
talk,she,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
persuade,her,F,Female,ChildrensLiterature
persuade,her,F,Female,ChildrensLiterature
doctor,him,M,Female,ChildrensLiterature
cure,him,M,Female,ChildrensLiterature
advise,him,M,Female,ChildrensLiterature
put,he,M,Female,ChildrensLiterature
go,lady,F,Female,ChildrensLiterature
seem,he,M,Female,ChildrensLiterature
like,him,M,Female,ChildrensLiterature
hold,he,M,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
do,he,M,Female,ChildrensLiterature
resume,he,M,Female,ChildrensLiterature
set,he,M,Female,ChildrensLiterature
burn,he,M,Female,ChildrensLiterature
believe,he,M,Female,ChildrensLiterature
attack,he,M,Female,ChildrensLiterature
argue,him,M,Female,ChildrensLiterature
believe,he,M,Female,ChildrensLiterature
pursue,him,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
disturb,she,F,Female,ChildrensLiterature
